meter_id,customer_account,read_timestamp,usage_gallons,status,alert_type,latitude,longitude,days_since_read
MD-10951,CUST-1951,2026-02-19 09:25:48.128563,178.2,Success,,39.17546727659844,-77.0839107249082,29
MD-11057,CUST-2057,2026-02-19 09:31:14.128563,243.8,Success,,39.52276374457044,-76.8081632034902,29
MD-13910,CUST-1910,2026-02-19 09:31:18.128563,36.8,Success,,39.48480884943767,-76.93712604295237,29
MD-11373,CUST-2373,2026-02-19 09:31:39.128563,20.9,Success,,39.19696337613489,-77.14959760756572,29
MD-10600,CUST-1600,2026-02-19 09:36:39.128563,210.6,Success,,39.47533340834636,-77.0764115154947,29
MD-12931,CUST-2431,2026-02-19 09:48:22.128563,113.6,Success,,39.03646870117764,-76.82414701991034,29
MD-13563,CUST-1563,2026-02-19 09:56:08.128563,245.6,Success,,39.25386805859747,-77.04176273418108,29
MD-13312,CUST-1312,2026-02-19 09:59:50.128563,316.9,Success,,39.49341810828746,-76.90799041006608,29
MD-13516,CUST-1516,2026-02-19 10:08:38.128563,86.4,Success,,39.44956520209446,-77.16769767595684,29
MD-12705,CUST-2205,2026-02-19 10:18:40.128563,233.6,Success,,39.09168348559097,-77.03483615531673,29
MD-10012,CUST-1012,2026-02-19 10:30:39.128563,169.4,Success,,39.10638675211359,-76.9187755293643,29
MD-11982,CUST-1482,2026-02-19 11:04:49.128563,99.9,Success,,39.53255339443132,-76.85253665177996,29
MD-13927,CUST-1927,2026-02-19 11:24:12.128563,187.0,Failed,Constant,39.27960210861181,-76.73636883710319,29
MD-11386,CUST-2386,2026-02-19 11:30:46.128563,254.1,Success,,39.54224746236537,-77.1066528512693,29
MD-14629,CUST-1129,2026-02-19 11:42:05.128563,184.0,Success,,39.21689305797915,-77.0316036056371,29
MD-13018,CUST-1018,2026-02-19 11:45:00.128563,113.9,Success,,39.05658759087765,-76.78920581925709,29
MD-13719,CUST-1719,2026-02-19 11:54:15.128563,141.5,Success,,39.4463172869316,-76.71708778777919,29
MD-10639,CUST-1639,2026-02-19 11:56:50.128563,46.4,Success,,39.51636269420983,-76.87540535768176,29
MD-13477,CUST-1477,2026-02-19 12:00:28.128563,0.0,Success,,39.14350607691443,-77.05374615248547,29
MD-11841,CUST-1341,2026-02-19 12:04:34.128563,0.0,Success,,39.25152000436244,-77.01135713781439,29
MD-11281,CUST-2281,2026-02-19 12:05:16.128563,137.8,Success,,39.08122715760666,-76.91805394358536,29
MD-14733,CUST-1233,2026-02-19 12:08:19.128563,187.9,Success,,39.03790063854182,-76.89419105862292,29
MD-10203,CUST-1203,2026-02-19 12:23:36.128563,234.3,Success,,39.42488840075914,-76.79312585221624,29
MD-12144,CUST-1644,2026-02-19 12:34:37.128563,132.1,Success,,39.41680320218652,-77.00157426482907,29
MD-12644,CUST-2144,2026-02-19 12:42:35.128563,62.8,Success,,39.06793238996007,-76.76731219394895,29
MD-12391,CUST-1891,2026-02-19 12:46:06.128563,75.6,Success,,39.48459576094487,-77.15294601563123,29
MD-10011,CUST-1011,2026-02-19 12:49:27.128563,112.7,Failed,Tamper,39.08693919558441,-77.19198179998467,29
MD-10084,CUST-1084,2026-02-19 13:11:39.128563,85.3,Failed,Zero,39.422451401185405,-76.86502540949846,29
MD-12429,CUST-1929,2026-02-19 13:19:50.128563,123.3,Success,,39.29406688598188,-76.8061456345568,29
MD-13047,CUST-1047,2026-02-19 13:20:45.128563,123.1,Success,,39.08948106470852,-76.92717819083785,29
MD-14458,CUST-2458,2026-02-19 13:26:03.128563,25.9,Success,,39.09430948296502,-76.83953372582904,29
MD-13655,CUST-1655,2026-02-19 13:31:24.128563,179.1,Success,,39.34798999227125,-76.8203382157108,29
MD-11853,CUST-1353,2026-02-19 13:31:34.128563,223.5,Success,,39.57534276290713,-76.74303890046686,29
MD-10850,CUST-1850,2026-02-19 13:49:22.128563,100.1,Success,,39.42171049403762,-76.9954053126401,29
MD-13021,CUST-1021,2026-02-19 13:53:14.128563,112.9,Success,,39.19729982812871,-76.75156087908503,29
MD-11207,CUST-2207,2026-02-19 13:54:43.128563,97.0,Failed,Constant,39.13063742054822,-76.70325823914688,29
MD-12672,CUST-2172,2026-02-19 14:07:41.128563,170.8,Success,,39.30041797667719,-77.13231876911988,29
MD-13916,CUST-1916,2026-02-19 14:19:31.128563,143.0,Success,,39.11801186047612,-76.78792529740005,29
MD-11130,CUST-2130,2026-02-19 14:40:01.128563,175.7,Success,,39.13059952563956,-76.98907080381626,29
MD-13701,CUST-1701,2026-02-19 14:43:24.128563,266.2,Success,,39.28310578490257,-77.08211924356821,29
MD-12438,CUST-1938,2026-02-19 14:54:50.128563,115.1,Failed,Zero,39.52759405492184,-77.04390839158924,29
MD-12590,CUST-2090,2026-02-19 15:12:08.128563,249.0,Success,,39.023360224373626,-76.83025820718935,29
MD-13527,CUST-1527,2026-02-19 16:09:51.128563,315.4,Success,,39.41412646601968,-76.70271721589572,29
MD-13805,CUST-1805,2026-02-19 16:15:22.128563,191.1,Success,,39.58896565639921,-77.11307700108843,29
MD-11845,CUST-1345,2026-02-19 16:20:18.128563,67.8,Success,,39.027558019337455,-77.14621064864308,29
MD-14012,CUST-2012,2026-02-19 16:56:39.128563,71.2,Success,,39.13661197555776,-76.72661635725156,29
MD-13347,CUST-1347,2026-02-19 16:59:46.128563,277.2,Success,,39.06613974523274,-76.7383803081359,29
MD-14324,CUST-2324,2026-02-19 17:32:31.128563,89.0,Success,,39.18065230827913,-76.8328373432525,29
MD-11044,CUST-2044,2026-02-19 17:37:12.128563,136.2,Success,,39.18776737040901,-76.83937295128513,29
MD-10378,CUST-1378,2026-02-19 17:46:13.128563,325.2,Success,,39.1236876961681,-76.72217228737924,29
MD-12251,CUST-1751,2026-02-19 18:08:01.128563,270.9,Success,,39.10182804983695,-76.86574340926609,29
MD-11789,CUST-1289,2026-02-19 18:27:39.128563,257.2,Success,,39.01340807305611,-77.10917838172115,29
MD-14739,CUST-1239,2026-02-19 18:30:08.128563,206.1,Success,,39.10564022162259,-77.19023535985154,29
MD-10923,CUST-1923,2026-02-19 18:32:59.128563,94.0,Success,,39.49407183225559,-76.82442314817722,29
MD-12853,CUST-2353,2026-02-19 18:37:45.128563,167.6,Success,,39.376394681713904,-76.86147965742614,29
